,0,1,2,3,4
69932,207,285,-15.01,-11.71,-36.18
69935,207,288,-16.76,-14.2,-27.14
69938,207,291,-15.0,-11.04,-19.73
69941,207,294,-15.3,-7.14,-14.92
69944,207,297,-15.21,-3.77,-12.5
69947,207,300,-16.4,0.61,-11.99
69950,207,303,-16.08,4.79,-12.66
69953,207,306,-19.89,6.97,-14.78
69956,207,309,-21.75,8.1,-17.26
69959,207,312,-23.01,9.64,-21.12
69962,207,315,-23.08,7.75,-23.57
69965,207,318,-24.19,11.69,-23.23
69968,207,321,-22.07,11.8,-29.29
69971,207,324,-23.6,14.26,-31.63
69974,207,327,-21.91,15.64,-36.25
69977,207,330,-22.08,15.59,-38.33
69980,207,333,-23.0,11.21,-38.6
69983,207,336,-20.09,6.75,-38.74
69986,207,339,-19.66,1.95,-34.96
69989,207,342,-18.68,0.63,-30.91
69992,207,345,-18.01,1.49,-27.72
69995,207,348,-16.77,3.81,-24.21
69998,207,351,-13.56,8.24,-23.09
70001,207,354,-14.35,11.46,-23.96
70004,207,357,-13.43,14.89,-30.58
70007,207,360,-14.64,19.74,-33.4
70010,207,363,-13.95,22.8,-41.77
70013,207,366,-16.32,22.29,-49.76
70016,207,369,-12.31,20.43,-58.46
70019,207,372,-16.4,13.76,-64.2
70022,207,375,-13.83,8.66,-67.57
70025,207,378,-17.15,-1.84,-68.83
70028,207,381,-12.95,-0.25,-65.46
70031,207,384,-17.52,-7.07,-62.42
70034,207,387,-15.95,-16.24,-57.52
70037,207,390,-20.24,-7.9,-53.56
70040,207,393,-18.52,-10.49,-47.04
70043,207,396,-20.3,-3.57,-43.99
70046,207,399,-21.88,-1.18,-44.4
70049,207,402,-26.83,4.05,-43.74
70052,207,405,-22.68,6.33,-47.81
70055,207,408,-25.46,4.07,-47.33
70058,207,411,-24.12,0.65,-46.61
70061,207,414,-27.04,-1.01,-42.56
70064,207,417,-22.8,2.95,-42.01
70067,207,420,-25.86,1.38,-35.74
70070,207,423,-25.05,4.05,-37.0
70073,207,426,-28.66,9.86,-34.75
70076,207,429,-27.68,9.64,-37.17
70079,207,432,-31.24,9.5,-40.77
70082,207,435,-32.08,4.46,-40.86
70085,207,438,-35.81,1.52,-39.97
70088,207,441,-33.53,3.31,-41.89
70091,207,444,-41.44,2.81,-37.5
70094,207,447,-39.35,5.82,-40.92
70097,207,450,-43.0,5.89,-38.13
70100,207,453,-42.27,0.33,-38.27
70103,207,456,-42.27,0.58,-36.53
70106,207,459,-39.08,-5.98,-36.98
70109,207,462,-38.53,-5.59,-32.3
70112,207,465,-33.25,-11.77,-24.25
70115,207,468,-35.1,-8.88,-17.71
70116,207,828,-33.62,-3.78,-5.9
70119,207,831,-34.07,-3.82,-4.46
70122,207,834,-34.51,-3.86,-3.03
70125,207,837,-33.29,-2.27,-3.1
70128,207,840,-32.08,-0.69,-3.17
70131,207,843,-31.87,-1.56,-3.4
70134,207,846,-31.67,-2.43,-3.62
70137,207,849,-12.99,-19.2,-2.03
70140,207,852,5.68,-35.97,-0.45
70143,207,855,-11.69,-20.27,0.53
70146,207,858,-29.06,-4.58,1.5
70149,207,861,-27.97,-3.29,1.45
70152,207,864,-26.88,-2.0,1.4
70987,210,0,-26.14,25.93,-25.29
70990,210,3,-18.61,25.13,-33.5
70993,210,6,-29.01,29.07,-31.46
70996,210,9,-31.7,24.15,-34.17
70999,210,12,-28.54,21.43,-38.81
71002,210,15,-18.19,35.0,-33.36
71005,210,18,-19.49,35.98,-34.67
71008,210,21,-21.96,29.02,-43.06
71011,210,24,-22.75,23.7,-44.71
71014,210,27,-11.57,26.78,-47.47
71017,210,30,-19.64,26.66,-47.11
71020,210,33,-20.44,18.31,-46.83
71023,210,36,-14.71,12.16,-49.33
71026,210,39,-10.93,13.35,-48.67
71029,210,42,-8.18,17.93,-46.3
71032,210,45,-14.84,4.26,-45.98
71035,210,48,-9.99,9.27,-44.91
71038,210,51,-4.52,2.65,-43.43
71041,210,54,-7.22,5.86,-38.27
71044,210,57,-8.46,9.06,-34.05
71047,210,60,-9.43,4.95,-29.85
71050,210,63,-4.97,11.48,-29.39
71053,210,66,-7.54,19.51,-26.86
71056,210,69,-15.53,22.02,-29.47
71059,210,72,-18.4,20.93,-34.42
71062,210,75,-18.23,22.57,-38.22
71065,210,78,-22.3,32.38,-33.05
71068,210,81,-31.64,25.36,-39.05
71071,210,84,-33.82,22.52,-43.43
71074,210,87,-29.24,21.79,-45.93
71077,210,90,-32.49,27.62,-39.64
71080,210,93,-38.61,20.97,-33.9
71083,210,96,-39.95,21.69,-31.25
71086,210,99,-35.93,23.66,-32.72
71089,210,102,-38.35,20.64,-26.17
71092,210,105,-35.13,14.48,-27.54
71095,210,108,-32.54,4.42,-29.24
71098,210,111,-27.44,7.13,-30.76
71101,210,114,-26.63,5.63,-24.62
71104,210,117,-24.62,4.74,-26.83
71107,210,120,-24.92,-1.96,-21.1
71110,210,123,-23.77,-1.12,-23.42
71113,210,126,-29.25,-6.08,-13.73
71116,210,129,-27.73,-13.14,-5.11
71119,210,132,-22.55,-14.59,-1.74
71122,210,135,-17.6,-14.42,1.7
71125,210,138,-10.45,-11.2,3.99
71128,210,141,-4.63,-7.36,1.67
71131,210,144,1.39,-4.0,-1.02
71134,210,147,2.69,-2.19,-6.38
71137,210,150,4.29,-0.12,-7.51
71140,210,153,7.91,0.35,-11.91
71143,210,156,11.02,1.72,-13.62
71146,210,159,14.66,9.31,-11.15
71149,210,162,6.93,16.46,-12.54
71152,210,165,1.68,20.9,-8.63
71155,210,168,-4.36,17.57,-10.7
71158,210,171,-7.47,18.58,-10.14
71161,210,174,-9.92,17.54,-5.92
71164,210,177,-11.13,16.9,-6.44
71167,210,180,-11.52,17.58,-8.27
71170,210,183,-7.13,20.44,-8.11
71173,210,186,-8.85,21.58,-4.93
71176,210,189,-7.82,24.29,-13.23
71179,210,192,-8.03,26.47,-17.6
71182,210,195,-8.03,24.98,-26.29
71185,210,198,-11.06,26.85,-24.51
71188,210,201,-16.65,24.28,-35.56
71191,210,204,-12.12,20.41,-41.96
71194,210,207,-10.54,21.13,-43.45
71197,210,210,-17.15,18.19,-42.08
71200,210,213,-16.85,8.86,-40.65
71203,210,216,-14.28,-0.14,-36.42
71206,210,219,-11.49,-0.75,-30.73
71209,210,222,-12.45,-0.96,-24.39
71212,210,225,-9.02,-0.71,-15.59
71215,210,228,-7.82,0.11,-6.72
71218,210,231,-7.18,5.66,-1.93
71221,210,234,-5.36,9.1,4.91
71224,210,237,-5.87,15.42,5.01
71227,210,240,-7.03,21.47,2.62
71230,210,243,-8.93,26.38,2.27
71233,210,246,-9.42,31.99,-0.43
71236,210,249,-13.3,35.31,-9.5
71239,210,252,-15.55,36.27,-25.97
71242,210,255,-15.42,33.39,-36.45
71245,210,258,-23.44,37.38,-36.87
71248,210,261,-23.53,29.67,-48.77
71251,210,264,-26.5,22.96,-51.05
71254,210,267,-27.35,15.62,-59.2
71257,210,270,-28.39,15.8,-56.46
71260,210,273,-30.42,4.33,-55.61
71263,210,276,-28.72,-4.33,-52.54
71266,210,279,-17.86,-8.45,-50.57
71269,210,282,-23.13,-7.4,-40.74
71272,210,285,-19.32,-9.93,-32.47
71275,210,288,-15.7,-12.4,-24.7
71278,210,291,-11.85,-7.85,-22.49
71281,210,294,-12.66,-3.26,-17.66
71284,210,297,-12.74,-1.56,-14.91
71287,210,300,-14.23,1.6,-14.5
71290,210,303,-14.84,3.05,-14.84
71293,210,306,-18.91,7.29,-16.37
71296,210,309,-20.78,8.03,-19.33
71299,210,312,-23.0,9.79,-24.46
71302,210,315,-20.62,7.64,-26.15
71305,210,318,-23.75,13.24,-23.72
71308,210,321,-21.45,12.48,-30.68
71311,210,324,-22.86,13.46,-36.77
71314,210,327,-18.71,15.85,-40.71
71317,210,330,-21.76,18.41,-39.81
71320,210,333,-23.92,11.61,-39.35
71323,210,336,-15.97,6.06,-41.26
71326,210,339,-14.91,3.37,-37.16
71329,210,342,-15.5,6.03,-31.49
71332,210,345,-13.7,2.73,-27.76
71335,210,348,-14.4,4.8,-25.6
71338,210,351,-9.11,11.21,-23.53
71341,210,354,-11.41,14.54,-23.92
71344,210,357,-11.07,16.7,-31.51
71347,210,360,-9.09,19.58,-37.62
71350,210,363,-11.51,23.62,-42.29
71353,210,366,-15.64,26.07,-46.86
71356,210,369,-16.95,18.97,-55.1
71359,210,372,-17.89,8.06,-63.97
71362,210,375,-10.98,9.37,-63.99
71365,210,378,-19.05,4.95,-67.34
71368,210,381,-25.25,-3.09,-63.53
71371,210,384,-22.52,-9.15,-60.44
71374,210,387,-12.52,-12.58,-59.51
71377,210,390,-20.3,-5.12,-54.37
71380,210,393,-20.67,-9.96,-45.7
71383,210,396,-22.2,-6.76,-41.2
71386,210,399,-16.84,-3.45,-45.1
71389,210,402,-24.43,2.17,-43.54
71392,210,405,-23.02,8.08,-44.08
71395,210,408,-21.95,2.38,-45.21
71398,210,411,-20.69,-1.92,-45.03
71401,210,414,-24.86,4.29,-39.77
71404,210,417,-22.66,6.11,-36.27
71407,210,420,-25.03,0.94,-32.98
71410,210,423,-21.39,4.53,-32.81
71413,210,426,-25.3,12.95,-27.43
71416,210,429,-23.95,9.66,-31.93
71419,210,432,-28.05,5.4,-33.56
71422,210,435,-25.52,2.19,-34.86
71425,210,438,-31.41,1.89,-31.28
71428,210,441,-31.54,2.24,-29.93
71431,210,444,-39.15,1.76,-28.3
71434,210,447,-37.91,5.85,-32.75
71437,210,450,-41.98,8.81,-29.58
71440,210,453,-43.19,3.66,-29.11
71443,210,456,-42.1,2.37,-28.57
71446,210,459,-36.1,-1.07,-33.48
71449,210,462,-34.64,0.92,-26.65
71452,210,465,-31.35,-8.82,-16.23
71455,210,468,-31.8,-7.46,-8.95
71456,210,828,-30.85,-2.73,-5.52
71459,210,831,-30.66,-2.46,-6.16
71462,210,834,-30.47,-2.19,-6.8
71465,210,837,-30.45,-1.16,-5.7
71468,210,840,-30.44,-0.14,-4.61
71471,210,843,-29.53,-0.35,-5.39
71474,210,846,-28.61,-0.57,-6.17
71477,210,849,-11.94,-17.35,-5.55
71480,210,852,4.73,-34.13,-4.93
71483,210,855,-10.37,-17.69,-5.36
71486,210,858,-25.48,-1.25,-5.79
71489,210,861,-26.07,-1.64,-3.14
71492,210,864,-26.67,-2.02,-0.5
72505,213,0,-27.25,23.57,-22.71
72508,213,3,-22.67,23.69,-28.11
72511,213,6,-31.96,20.46,-32.36
72514,213,9,-29.36,23.09,-32.76
72517,213,12,-26.01,25.91,-32.27
72520,213,15,-22.83,29.36,-34.67
72523,213,18,-22.83,30.0,-37.58
72526,213,21,-22.42,28.74,-40.97
72529,213,24,-21.17,27.72,-41.17
72532,213,27,-17.54,22.89,-46.15
72535,213,30,-15.89,16.92,-48.21
72538,213,33,-18.19,18.26,-47.43
72541,213,36,-19.32,12.49,-47.49
72544,213,39,-10.18,14.03,-48.71
72547,213,42,-1.56,8.56,-51.62
72550,213,45,-7.16,8.29,-47.27
72553,213,48,-4.84,7.54,-44.44
72556,213,51,-3.23,2.89,-42.69
72559,213,54,-1.47,-2.12,-38.42
72562,213,57,-3.59,4.17,-35.27
72565,213,60,-1.1,2.12,-30.62
72568,213,63,-4.4,10.45,-30.16
72571,213,66,-9.56,13.96,-30.39
72574,213,69,-13.47,15.54,-30.34
72577,213,72,-15.65,13.55,-30.0
72580,213,75,-19.01,20.45,-32.91
72583,213,78,-27.99,24.44,-32.75
72586,213,81,-28.49,22.38,-34.43
72589,213,84,-31.54,19.41,-36.29
72592,213,87,-27.64,21.36,-37.77
72595,213,90,-30.04,25.22,-32.32
72598,213,93,-33.0,20.25,-30.03
72601,213,96,-34.97,20.46,-29.78
72604,213,99,-27.9,23.82,-32.57
72607,213,102,-33.04,20.87,-28.93
72610,213,105,-30.17,14.87,-31.66
72613,213,108,-26.37,7.55,-33.17
72616,213,111,-21.87,10.19,-34.1
72619,213,114,-21.64,7.9,-29.99
72622,213,117,-20.16,3.58,-31.9
72625,213,120,-20.13,-3.16,-27.56
72628,213,123,-16.21,-1.67,-28.75
72631,213,126,-20.72,-5.05,-21.22
72634,213,129,-18.51,-10.51,-14.22
72637,213,132,-15.79,-12.05,-10.02
72640,213,135,-12.04,-11.13,-6.85
72643,213,138,-6.88,-6.94,-5.64
72646,213,141,-3.74,-4.37,-7.94
72649,213,144,1.08,-1.8,-9.19
72652,213,147,4.39,1.35,-11.98
72655,213,150,5.8,3.29,-12.91
72658,213,153,7.39,2.62,-16.26
72661,213,156,10.62,4.38,-16.82
72664,213,159,14.73,9.57,-12.5
72667,213,162,9.69,14.27,-13.69
72670,213,165,6.54,16.59,-11.64
72673,213,168,2.15,14.28,-12.06
72676,213,171,-0.99,15.74,-10.6
72679,213,174,-2.67,16.1,-7.46
72682,213,177,-3.91,17.25,-7.81
72685,213,180,-5.68,18.03,-11.69
72688,213,183,-2.11,20.39,-11.47
72691,213,186,-5.5,23.76,-10.52
72694,213,189,-5.15,23.36,-18.8
72697,213,192,-4.44,26.57,-19.74
72700,213,195,-4.98,24.59,-28.2
72703,213,198,-10.24,26.15,-28.38
72706,213,201,-14.37,24.82,-34.82
72709,213,204,-12.27,19.62,-41.43
72712,213,207,-11.49,16.93,-41.71
72715,213,210,-16.03,19.2,-40.2
72718,213,213,-16.41,9.07,-38.8
72721,213,216,-13.37,3.25,-36.67
72724,213,219,-8.31,2.1,-31.9
72727,213,222,-8.97,2.75,-25.08
72730,213,225,-5.98,1.79,-17.54
72733,213,228,-2.49,1.43,-9.36
72736,213,231,-0.59,8.52,-4.13
72739,213,234,2.32,12.73,1.83
72742,213,237,4.5,17.8,0.85
72745,213,240,4.47,22.24,0.4
72748,213,243,2.99,24.72,1.78
72751,213,246,1.47,27.72,-1.04
72754,213,249,-6.52,31.56,-10.73
72757,213,252,-11.04,31.22,-24.01
72760,213,255,-13.04,30.24,-31.94
72763,213,258,-22.62,30.6,-34.03
72766,213,261,-24.07,25.53,-43.23
72769,213,264,-26.95,18.45,-46.16
72772,213,267,-26.2,14.26,-51.56
72775,213,270,-28.9,14.11,-49.68
72778,213,273,-29.92,6.33,-48.73
72781,213,276,-28.88,-2.54,-46.05
72784,213,279,-19.76,-5.36,-44.99
72787,213,282,-22.79,-4.96,-37.38
72790,213,285,-16.63,-8.0,-31.01
72793,213,288,-13.89,-9.84,-25.94
72796,213,291,-9.56,-7.48,-23.0
72799,213,294,-10.72,-2.97,-20.0
72802,213,297,-11.13,-1.96,-17.74
72805,213,300,-11.37,-1.58,-16.92
72808,213,303,-12.38,0.55,-19.13
72811,213,306,-17.7,4.17,-18.64
72814,213,309,-20.59,3.76,-20.34
72817,213,312,-22.73,6.06,-24.96
72820,213,315,-23.85,5.26,-30.07
72823,213,318,-29.56,12.45,-32.04
72826,213,321,-33.43,12.4,-38.3
72829,213,324,-29.53,12.82,-43.78
72832,213,327,-19.12,17.75,-50.25
72835,213,330,-27.07,19.84,-44.76
72838,213,333,-21.62,19.39,-42.63
72841,213,336,-16.82,7.19,-43.37
72844,213,339,-9.9,7.09,-39.45
72847,213,342,-15.03,7.33,-33.99
72850,213,345,-11.48,4.22,-30.58
72853,213,348,-11.84,6.48,-28.88
72856,213,351,-5.98,13.29,-26.77
72859,213,354,-7.78,18.08,-26.35
72862,213,357,-8.92,17.75,-34.17
72865,213,360,-7.86,18.0,-40.94
72868,213,363,-9.54,22.82,-44.66
72871,213,366,-11.71,22.29,-48.8
72874,213,369,-14.4,14.57,-57.15
72877,213,372,-16.11,2.81,-62.43
72880,213,375,-9.66,7.1,-65.54
72883,213,378,-19.49,4.91,-65.58
72886,213,381,-25.45,-5.78,-61.44
72889,213,384,-27.58,-8.37,-58.9
72892,213,387,-12.24,-11.29,-60.74
72895,213,390,-23.22,-5.71,-55.16
72898,213,393,-23.21,-9.75,-47.76
72901,213,396,-22.12,-6.64,-47.45
72904,213,399,-18.34,-0.03,-50.72
72907,213,402,-21.34,3.02,-48.82
72910,213,405,-21.56,5.87,-50.35
72913,213,408,-19.3,-0.54,-48.52
72916,213,411,-17.74,-0.87,-48.23
72919,213,414,-21.54,3.35,-41.32
72922,213,417,-18.96,4.35,-37.69
72925,213,420,-19.95,2.38,-34.91
72928,213,423,-17.62,4.84,-33.12
72931,213,426,-18.52,10.22,-28.19
72934,213,429,-15.69,8.5,-33.35
72937,213,432,-21.5,3.68,-35.49
72940,213,435,-17.99,0.57,-35.95
72943,213,438,-23.35,0.49,-31.79
72946,213,441,-24.9,-0.64,-28.03
72949,213,444,-29.18,-1.84,-23.54
72952,213,447,-30.45,1.34,-25.06
72955,213,450,-34.4,5.25,-21.25
72958,213,453,-34.47,4.51,-22.77
72961,213,456,-34.77,3.88,-21.97
72964,213,459,-29.42,2.34,-27.56
72967,213,462,-28.29,2.13,-23.44
72970,213,465,-23.57,-6.31,-16.59
72973,213,468,-22.71,-5.69,-10.02
72974,213,828,-30.4,-4.73,-3.75
72977,213,831,-29.03,-2.88,-5.14
72980,213,834,-27.66,-1.02,-6.53
72983,213,837,-28.26,-0.33,-4.88
72986,213,840,-28.85,0.36,-3.24
72989,213,843,-27.69,0.19,-4.93
72992,213,846,-26.53,0.03,-6.62
72995,213,849,-11.33,-16.25,-6.0
72998,213,852,3.86,-32.53,-5.39
73001,213,855,-11.31,-16.34,-5.64
73004,213,858,-26.48,-0.16,-5.89
73007,213,861,-26.92,-1.4,-5.66
73010,213,864,-27.37,-2.63,-5.43
74023,216,0,-28.37,21.21,-20.12
74026,216,3,-26.74,22.25,-22.72
74029,216,6,-25.94,27.36,-23.49
74032,216,9,-27.77,21.85,-32.23
74035,216,12,-26.99,31.48,-23.18
74038,216,15,-24.3,26.52,-35.49
74041,216,18,-23.57,32.67,-31.94
74044,216,21,-23.72,28.24,-42.07
74047,216,24,-23.89,21.01,-45.88
74050,216,27,-21.53,20.13,-47.76
74053,216,30,-19.11,24.72,-47.83
74056,216,33,-17.11,25.31,-47.2
74059,216,36,-15.6,15.85,-47.58
74062,216,39,-8.9,21.71,-47.04
74065,216,42,-13.99,20.41,-45.06
74068,216,45,-7.4,12.79,-47.05
74071,216,48,-9.63,3.13,-46.75
74074,216,51,-2.1,3.51,-44.47
74077,216,54,-6.05,9.69,-43.06
74080,216,57,-3.34,7.62,-37.99
74083,216,60,-6.19,4.32,-32.15
74086,216,63,-1.99,14.22,-30.23
74089,216,66,-6.65,16.21,-29.02
74092,216,69,-13.16,12.61,-31.49
74095,216,72,-16.64,10.81,-31.92
74098,216,75,-14.19,21.23,-30.67
74101,216,78,-22.26,24.38,-28.12
74104,216,81,-25.33,19.41,-29.81
74107,216,84,-29.25,16.3,-29.15
74110,216,87,-26.05,20.92,-29.6
74113,216,90,-27.59,22.81,-25.0
74116,216,93,-27.39,19.52,-26.16
74119,216,96,-29.99,19.23,-28.32
74122,216,99,-19.88,23.98,-32.42
74125,216,102,-27.73,21.1,-31.7
74128,216,105,-25.21,15.26,-35.78
74131,216,108,-20.21,10.68,-37.11
74134,216,111,-16.31,13.26,-37.44
74137,216,114,-16.65,10.16,-35.35
74140,216,117,-15.71,2.42,-36.98
74143,216,120,-15.33,-4.35,-34.02
74146,216,123,-8.66,-2.22,-34.07
74149,216,126,-12.18,-4.03,-28.7
74152,216,129,-9.29,-7.88,-23.34
74155,216,132,-9.03,-9.51,-18.3
74158,216,135,-6.48,-7.83,-15.39
74161,216,138,-3.31,-2.68,-15.28
74164,216,141,-2.85,-1.38,-17.56
74167,216,144,0.77,0.4,-17.36
74170,216,147,6.09,4.9,-17.57
74173,216,150,7.31,6.69,-18.31
74176,216,153,6.87,4.88,-20.61
74179,216,156,10.22,7.04,-20.01
74182,216,159,14.8,9.82,-13.86
74185,216,162,12.45,12.07,-14.83
74188,216,165,11.39,12.27,-14.64
74191,216,168,8.67,10.99,-13.43
74194,216,171,5.49,12.89,-11.06
74197,216,174,4.57,14.65,-9.0
74200,216,177,3.31,17.59,-9.17
74203,216,180,0.15,18.48,-15.12
74206,216,183,2.9,20.35,-14.83
74209,216,186,-2.15,25.94,-16.1
74212,216,189,-2.48,22.43,-24.37
74215,216,192,-0.85,26.66,-21.89
74218,216,195,-1.93,24.2,-30.12
74221,216,198,-9.42,25.46,-32.25
74224,216,201,-12.09,25.37,-34.07
74227,216,204,-12.42,18.84,-40.89
74230,216,207,-12.44,12.74,-39.98
74233,216,210,-14.92,20.22,-38.33
74236,216,213,-15.97,9.28,-36.95
74239,216,216,-12.47,6.65,-36.92
74242,216,219,-5.13,4.95,-33.07
74245,216,222,-5.48,6.46,-25.77
74248,216,225,-2.94,4.28,-19.49
74251,216,228,2.84,2.76,-11.99
74254,216,231,6.01,11.37,-6.34
74257,216,234,10.0,16.35,-1.26
74260,216,237,14.88,20.18,-3.3
74263,216,240,15.96,23.01,-1.81
74266,216,243,14.91,23.06,1.28
74269,216,246,12.37,23.45,-1.65
74272,216,249,0.26,27.82,-11.96
74275,216,252,-6.52,26.17,-22.05
74278,216,255,-10.65,27.1,-27.43
74281,216,258,-21.81,23.83,-31.19
74284,216,261,-24.61,21.38,-37.69
74287,216,264,-27.4,13.94,-41.28
74290,216,267,-25.05,12.91,-43.92
74293,216,270,-29.41,12.41,-42.9
74296,216,273,-29.42,8.32,-41.85
74299,216,276,-29.04,-0.75,-39.57
74302,216,279,-21.65,-2.27,-39.4
74305,216,282,-22.45,-2.53,-34.02
74308,216,285,-13.93,-6.07,-29.54
74311,216,288,-12.08,-7.28,-27.17
74314,216,291,-7.26,-7.11,-23.51
74317,216,294,-8.77,-2.69,-22.34
74320,216,297,-9.51,-2.37,-20.57
74323,216,300,-8.51,-4.75,-19.34
74326,216,303,-9.91,-1.96,-23.43
74329,216,306,-16.5,1.04,-20.91
74332,216,309,-20.4,-0.5,-21.34
74335,216,312,-22.45,2.34,-25.47
74338,216,315,-27.08,2.87,-33.99
74341,216,318,-35.37,11.65,-40.35
74344,216,321,-45.42,12.31,-45.91
74347,216,324,-36.2,12.18,-50.79
74350,216,327,-19.52,19.64,-59.78
74353,216,330,-32.39,21.26,-49.71
74356,216,333,-19.33,27.18,-45.91
74359,216,336,-17.66,8.33,-45.48
74362,216,339,-4.89,10.81,-41.75
74365,216,342,-14.56,8.62,-36.49
74368,216,345,-9.25,5.72,-33.4
74371,216,348,-9.28,8.15,-32.16
74374,216,351,-2.85,15.38,-30.0
74377,216,354,-4.14,21.61,-28.78
74380,216,357,-6.76,18.81,-36.83
74383,216,360,-6.63,16.43,-44.27
74386,216,363,-7.57,22.02,-47.04
74389,216,366,-7.78,18.51,-50.74
74392,216,369,-11.85,10.16,-59.21
74395,216,372,-14.33,-2.44,-60.88
74398,216,375,-8.33,4.82,-67.08
74401,216,378,-19.92,4.86,-63.83
74404,216,381,-25.66,-8.46,-59.35
74407,216,384,-32.64,-7.59,-57.36
74410,216,387,-11.97,-10.01,-61.98
74413,216,390,-26.14,-6.3,-55.95
74416,216,393,-25.74,-9.55,-49.82
74419,216,396,-22.03,-6.52,-53.71
74422,216,399,-19.85,3.38,-56.34
74425,216,402,-18.25,3.87,-54.1
74428,216,405,-20.1,3.65,-56.61
74431,216,408,-16.64,-3.45,-51.82
74434,216,411,-14.79,0.18,-51.43
74437,216,414,-18.23,2.41,-42.87
74440,216,417,-15.27,2.59,-39.1
74443,216,420,-14.88,3.83,-36.83
74446,216,423,-13.84,5.14,-33.43
74449,216,426,-11.73,7.48,-28.94
74452,216,429,-7.42,7.33,-34.76
74455,216,432,-14.95,1.95,-37.43
74458,216,435,-10.46,-1.05,-37.05
74461,216,438,-15.29,-0.91,-32.31
74464,216,441,-18.26,-3.51,-26.13
74467,216,444,-19.21,-5.44,-18.79
74470,216,447,-22.99,-3.18,-17.36
74473,216,450,-26.82,1.69,-12.93
74476,216,453,-25.76,5.37,-16.43
74479,216,456,-27.44,5.39,-15.37
74482,216,459,-22.74,5.75,-21.64
74485,216,462,-21.94,3.34,-20.22
74488,216,465,-15.78,-3.79,-16.95
74491,216,468,-13.62,-3.92,-11.09
74492,216,828,-28.53,-4.82,-7.71
74495,216,831,-27.98,-2.77,-7.58
74498,216,834,-27.43,-0.71,-7.44
74501,216,837,-27.48,-0.35,-7.04
74504,216,840,-27.53,0.02,-6.64
74507,216,843,-25.68,0.03,-9.63
74510,216,846,-23.84,0.04,-12.62
74513,216,849,-10.12,-14.73,-13.9
74516,216,852,3.59,-29.5,-15.18
74519,216,855,-10.0,-15.35,-14.34
74522,216,858,-23.6,-1.19,-13.51
74525,216,861,-25.8,-2.7,-11.75
74528,216,864,-28.0,-4.21,-10.0
75541,219,0,-20.51,19.27,-19.93
75544,219,3,-21.17,20.73,-22.8
75547,219,6,-30.77,23.9,-16.34
75550,219,9,-26.27,26.11,-23.36
75553,219,12,-25.62,24.74,-25.91
75556,219,15,-24.64,27.23,-30.62
75559,219,18,-26.9,28.21,-31.14
75562,219,21,-26.0,26.69,-36.39
75565,219,24,-29.66,23.65,-36.92
75568,219,27,-25.42,22.41,-41.13
75571,219,30,-26.47,21.13,-37.46
75574,219,33,-21.41,21.55,-43.7
75577,219,36,-17.12,16.82,-46.68
75580,219,39,-13.87,17.44,-46.94
75583,219,42,-9.79,6.74,-49.89
75586,219,45,-7.07,6.91,-46.36
75589,219,48,-7.8,1.58,-44.3
75592,219,51,-4.4,3.08,-44.31
75595,219,54,-3.68,-0.55,-40.89
75598,219,57,-3.69,3.93,-38.14
75601,219,60,-2.04,0.88,-34.09
75604,219,63,-2.86,8.32,-32.73
75607,219,66,-4.72,8.01,-31.58
75610,219,69,-10.43,8.9,-31.32
75613,219,72,-11.42,8.4,-29.56
75616,219,75,-15.09,14.75,-29.86
75619,219,78,-21.15,15.63,-28.84
75622,219,81,-23.52,14.43,-31.19
75625,219,84,-23.24,15.35,-31.61
75628,219,87,-24.53,22.47,-24.99
75631,219,90,-25.45,21.22,-23.64
75634,219,93,-26.98,19.49,-22.82
75637,219,96,-27.4,20.86,-27.32
75640,219,99,-20.93,25.31,-30.46
75643,219,102,-24.98,23.61,-31.91
75646,219,105,-22.52,16.5,-37.06
75649,219,108,-16.73,11.05,-39.81
75652,219,111,-9.86,14.86,-40.99
75655,219,114,-13.13,12.82,-39.38
75658,219,117,-12.45,3.46,-41.39
75661,219,120,-11.45,-2.08,-40.37
75664,219,123,-7.71,-0.75,-38.65
75667,219,126,-9.48,-3.58,-34.43
75670,219,129,-7.62,-8.29,-29.57
75673,219,132,-7.46,-9.76,-24.06
75676,219,135,-5.75,-4.43,-21.97
75679,219,138,-4.58,-1.84,-19.94
75682,219,141,-5.12,1.03,-21.47
75685,219,144,-2.69,3.16,-21.16
75688,219,147,3.47,7.24,-22.42
75691,219,150,4.8,8.96,-21.94
75694,219,153,6.56,8.4,-23.1
75697,219,156,9.51,10.05,-22.34
75700,219,159,15.5,11.64,-17.29
75703,219,162,15.64,15.36,-15.67
75706,219,165,18.36,11.07,-17.62
75709,219,168,14.07,8.0,-17.26
75712,219,171,10.28,9.17,-12.97
75715,219,174,7.87,12.04,-10.35
75718,219,177,3.67,15.5,-11.94
75721,219,180,2.57,16.15,-16.31
75724,219,183,1.75,20.92,-16.52
75727,219,186,-1.82,24.06,-18.66
75730,219,189,-5.12,20.98,-27.04
75733,219,192,-3.5,23.04,-27.88
75736,219,195,-2.34,22.47,-32.52
75739,219,198,-9.03,23.36,-33.4
75742,219,201,-13.07,20.92,-35.74
75745,219,204,-14.58,15.52,-39.27
75748,219,207,-14.15,11.84,-39.61
75751,219,210,-13.34,19.64,-36.73
75754,219,213,-16.62,10.74,-34.82
75757,219,216,-14.09,9.56,-34.39
75760,219,219,-7.76,9.08,-31.81
75763,219,222,-7.0,10.66,-25.65
75766,219,225,-2.7,8.51,-21.39
